,CLUES,NOMBRE DE LA ENTIDAD,CLAVE DE LA INSTITUCION,ESTATUS DE OPERACION,LONGITUD,LATITUD
1609,CCIMS000045,CAMPECHE,IMSS,EN OPERACION,-91.8399,18.6426
1621,CCIST000021,CAMPECHE,ISSSTE,EN OPERACION,-90.5637,19.8263
1622,CCIST000033,CAMPECHE,ISSSTE,EN OPERACION,-91.8145,18.6497
1631,CCPMX000013,CAMPECHE,PEMEX,EN OPERACION,-91.8231,18.6436
1637,CCSMA000011,CAMPECHE,SEMAR,EN OPERACION,-90.555974,19.829958
1638,CCSMA000023,CAMPECHE,SEMAR,EN OPERACION,-91.842439,18.64944
1639,CCSMA000035,CAMPECHE,SEMAR,EN OPERACION,-90.723681,19.350433
1645,CCSMP000033,CAMPECHE,SMP,EN OPERACION,-90.528772,19.854962
1646,CCSMP000042,CAMPECHE,SMP,EN OPERACION,-91.829566,18.656359
1647,CCSMP000051,CAMPECHE,SMP,EN OPERACION,-91.829776,18.654382
1657,CCSMP000153,CAMPECHE,SMP,EN OPERACION,-91.835224,18.6596
1694,CCSMP000523,CAMPECHE,SMP,EN OPERACION,-90.5499662,19.85909827
1695,CCSMP000535,CAMPECHE,SMP,EN OPERACION,-90.535122,19.838027
1696,CCSMP000540,CAMPECHE,SMP,EN OPERACION,-90.61925471,19.78788916
1723,CCSSA000100,CAMPECHE,SSA,EN OPERACION,-90.5323,19.8446
1745,CCSSA000322,CAMPECHE,SSA,EN OPERACION,-90.419136,19.913613
1749,CCSSA000363,CAMPECHE,SSA,EN OPERACION,-91.82085866,18.6462121
1763,CCSSA000503,CAMPECHE,SSA,EN OPERACION,-91.182,18.9737
1767,CCSSA000544,CAMPECHE,SSA,EN OPERACION,-90.7331478,19.34091378
1799,CCSSA000865,CAMPECHE,SSA,EN OPERACION,-92.0883394,18.2550324
1824,CCSSA001116,CAMPECHE,SSA,EN OPERACION,-89.3973,18.5064
1835,CCSSA001220,CAMPECHE,SSA,EN OPERACION,-91.03684276,18.18604195
1872,CCSSA001594,CAMPECHE,SSA,EN OPERACION,-89.84749407,19.7543708
1896,CCSSA017403,CAMPECHE,SSA,EN OPERACION,-90.0489,20.368
1923,CCSSA017670,CAMPECHE,SSA,EN OPERACION,-90.52370936,19.81538224
1924,CCSSA017682,CAMPECHE,SSA,EN OPERACION,-90.74376985,18.61823637
1932,CHIMO000043,CHIHUAHUA,IMSS-PROSPERA,EN OPERACION,-105.394,26.9334
1950,CHIMO000224,CHIHUAHUA,IMSS-PROSPERA,EN OPERACION,-107.596367,27.9696726
1979,CHIMO000516,CHIHUAHUA,IMSS-PROSPERA,EN OPERACION,-107.0668711,26.8211953
2112,CHIMS000095,CHIHUAHUA,IMSS,EN OPERACION,-106.849,28.4068
2113,CHIMS000100,CHIHUAHUA,IMSS,EN OPERACION,-106.732,28.4782
2115,CHIMS000124,CHIHUAHUA,IMSS,EN OPERACION,-106.078,28.6579
2116,CHIMS000136,CHIHUAHUA,IMSS,EN OPERACION,-106.079,28.644
2123,CHIMS000206,CHIHUAHUA,IMSS,EN OPERACION,-105.483,28.1951
2130,CHIMS000276,CHIHUAHUA,IMSS,EN OPERACION,-105.658,26.9329
2132,CHIMS000293,CHIHUAHUA,IMSS,EN OPERACION,-106.45,31.7409
2133,CHIMS000305,CHIHUAHUA,IMSS,EN OPERACION,-106.436,31.7058
2148,CHIMS000450,CHIHUAHUA,IMSS,EN OPERACION,-107.915,30.4052
2160,CHIMS000573,CHIHUAHUA,IMSS,EN OPERACION,-106.384,31.6189
2166,CHIST000025,CHIHUAHUA,ISSSTE,EN OPERACION,-106.8415224,28.41560703
2167,CHIST000030,CHIHUAHUA,ISSSTE,EN OPERACION,-106.096394,28.6600143
2168,CHIST000042,CHIHUAHUA,ISSSTE,EN OPERACION,-105.475782,28.195992
2173,CHIST000095,CHIHUAHUA,ISSSTE,EN OPERACION,-105.6659853,26.92220862
2175,CHIST000112,CHIHUAHUA,ISSSTE,EN OPERACION,-106.4484286,31.7429007
2218,CHSDN000014,CHIHUAHUA,SEDENA,EN OPERACION,-105.6952594,26.9318997
2219,CHSDN000026,CHIHUAHUA,SEDENA,EN OPERACION,-106.0798728,28.6203349
2234,CHSMP000013,CHIHUAHUA,SMP,EN OPERACION,-106.4833614,31.74531922
2235,CHSMP000025,CHIHUAHUA,SMP,EN OPERACION,-109.915522,22.891074
2236,CHSMP000030,CHIHUAHUA,SMP,EN OPERACION,-106.459152,31.703665
2237,CHSMP000042,CHIHUAHUA,SMP,EN OPERACION,-107.498578,27.785838
2239,CHSMP000066,CHIHUAHUA,SMP,EN OPERACION,-106.1220344,28.63115066
2240,CHSMP000071,CHIHUAHUA,SMP,EN OPERACION,-106.0753527,28.62973292
2241,CHSMP000083,CHIHUAHUA,SMP,EN OPERACION,-106.1083043,28.65857251
2243,CHSMP000100,CHIHUAHUA,SMP,EN OPERACION,-105.170408,27.687279
2244,CHSMP000112,CHIHUAHUA,SMP,EN OPERACION,-105.6714555,26.92902375
2245,CHSMP000124,CHIHUAHUA,SMP,EN OPERACION,-105.658794,26.932681
2246,CHSMP000136,CHIHUAHUA,SMP,EN OPERACION,-106.723,29.0267
2247,CHSMP000141,CHIHUAHUA,SMP,EN OPERACION,-106.072324,28.632812
2248,CHSMP000153,CHIHUAHUA,SMP,EN OPERACION,-106.865935,28.404275
2249,CHSMP000165,CHIHUAHUA,SMP,EN OPERACION,-106.8533078,28.40506969
2250,CHSMP000170,CHIHUAHUA,SMP,EN OPERACION,-106.739,28.4823
2251,CHSMP000182,CHIHUAHUA,SMP,EN OPERACION,-107.381,29.1785
2254,CHSMP000211,CHIHUAHUA,SMP,EN OPERACION,-106.429666,31.708258
2255,CHSMP000223,CHIHUAHUA,SMP,EN OPERACION,-106.450332,31.729761
2256,CHSMP000235,CHIHUAHUA,SMP,EN OPERACION,-106.468969,31.736086
2257,CHSMP000240,CHIHUAHUA,SMP,EN OPERACION,-106.463108,31.743591
2258,CHSMP000252,CHIHUAHUA,SMP,EN OPERACION,-106.376391,31.687539
2259,CHSMP000264,CHIHUAHUA,SMP,EN OPERACION,-106.022972,28.615957
2260,CHSMP000276,CHIHUAHUA,SMP,EN OPERACION,-106.361323,31.660216
2261,CHSMP000281,CHIHUAHUA,SMP,EN OPERACION,-106.4068335,31.6847638
2262,CHSMP000293,CHIHUAHUA,SMP,EN OPERACION,-106.344944,31.620195
2263,CHSMP000305,CHIHUAHUA,SMP,EN OPERACION,-106.399864,31.6393644
2264,CHSMP000310,CHIHUAHUA,SMP,EN OPERACION,-106.500062,31.7411854
2265,CHSMP000322,CHIHUAHUA,SMP,EN OPERACION,-106.472505,31.693921
2266,CHSMP000334,CHIHUAHUA,SMP,EN OPERACION,-106.424391,31.659083
2267,CHSMP000346,CHIHUAHUA,SMP,EN OPERACION,-106.4210746,31.71477279
2268,CHSMP000351,CHIHUAHUA,SMP,EN OPERACION,-106.4789834,31.6768598
2269,CHSMP000363,CHIHUAHUA,SMP,EN OPERACION,-106.43829,31.677072
2270,CHSMP000375,CHIHUAHUA,SMP,EN OPERACION,-106.40796,31.641904
2271,CHSMP000380,CHIHUAHUA,SMP,EN OPERACION,-106.322725,31.61399
2272,CHSMP000392,CHIHUAHUA,SMP,EN OPERACION,-106.368699,31.632548
2273,CHSMP000404,CHIHUAHUA,SMP,EN OPERACION,-106.348079,31.642064
2274,CHSMP000416,CHIHUAHUA,SMP,EN OPERACION,-106.411527,31.665033
2275,CHSMP000421,CHIHUAHUA,SMP,EN OPERACION,-106.521877,31.753563
2276,CHSMP000433,CHIHUAHUA,SMP,EN OPERACION,-106.415361,31.673432
2277,CHSMP000445,CHIHUAHUA,SMP,EN OPERACION,-106.4924,31.741707
2278,CHSMP000450,CHIHUAHUA,SMP,EN OPERACION,-106.39002,31.70904117
2280,CHSMP000474,CHIHUAHUA,SMP,EN OPERACION,-107.071229,29.239038
2282,CHSMP000491,CHIHUAHUA,SMP,EN OPERACION,-107.914444,30.408194
2283,CHSMP000503,CHIHUAHUA,SMP,EN OPERACION,-107.914557,30.434844
2284,CHSMP000515,CHIHUAHUA,SMP,EN OPERACION,-107.914951,30.42413
2285,CHSMP000520,CHIHUAHUA,SMP,EN OPERACION,-107.911114,30.420068
2286,CHSMP000532,CHIHUAHUA,SMP,EN OPERACION,-107.909531,30.425755
2288,CHSMP000556,CHIHUAHUA,SMP,EN OPERACION,-107.9185284,30.4182079
2291,CHSMP000585,CHIHUAHUA,SMP,EN OPERACION,-107.9146408,30.4209221
2297,CHSMP000643,CHIHUAHUA,SMP,EN OPERACION,-105.1753295,27.6953591
2298,CHSMP000655,CHIHUAHUA,SMP,EN OPERACION,-106.8704686,28.4047129
2299,CHSMP000660,CHIHUAHUA,SMP,EN OPERACION,-106.87111,28.425116
2300,CHSMP000672,CHIHUAHUA,SMP,EN OPERACION,-105.2915669,28.0333224
2301,CHSMP000684,CHIHUAHUA,SMP,EN OPERACION,-106.4585083,31.73900174
2302,CHSMP000696,CHIHUAHUA,SMP,EN OPERACION,-106.458023,31.749812
2303,CHSMP000701,CHIHUAHUA,SMP,EN OPERACION,-106.358131,31.648427
2304,CHSMP000713,CHIHUAHUA,SMP,EN OPERACION,-106.4475337,31.74781236
2305,CHSMP000725,CHIHUAHUA,SMP,EN OPERACION,-106.1152001,28.65175238
2306,CHSMP000730,CHIHUAHUA,SMP,EN OPERACION,-106.071425,28.63639
2307,CHSMP000742,CHIHUAHUA,SMP,EN OPERACION,-106.4583982,31.6824437
2309,CHSMP000766,CHIHUAHUA,SMP,EN OPERACION,-106.0776087,28.63312857
2310,CHSMP000771,CHIHUAHUA,SMP,EN OPERACION,-106.071442,28.635403
2311,CHSMP000783,CHIHUAHUA,SMP,EN OPERACION,-106.072233,28.630363
2312,CHSMP000795,CHIHUAHUA,SMP,EN OPERACION,-110.9430642,31.3065414
2313,CHSMP000800,CHIHUAHUA,SMP,EN OPERACION,-107.9145119,30.4190453
2314,CHSMP000812,CHIHUAHUA,SMP,EN OPERACION,-106.0885297,28.61857424
2315,CHSMP000824,CHIHUAHUA,SMP,EN OPERACION,-107.5342156,27.2903167
2316,CHSMP000836,CHIHUAHUA,SMP,EN OPERACION,,
2317,CHSMP000841,CHIHUAHUA,SMP,EN OPERACION,-106.3947734,31.6397659
2322,CHSMP000894,CHIHUAHUA,SMP,EN OPERACION,-105.472142,28.198715
2326,CHSMP000932,CHIHUAHUA,SMP,EN OPERACION,-105.175739,27.693662
2327,CHSMP000941,CHIHUAHUA,SMP,EN OPERACION,-106.455352,31.745971
2328,CHSMP000950,CHIHUAHUA,SMP,EN OPERACION,-106.455352,31.745971
2329,CHSMP000965,CHIHUAHUA,SMP,EN OPERACION,-106.4062614,31.6433697
2330,CHSMP000974,CHIHUAHUA,SMP,EN OPERACION,-106.359634,31.637613
2331,CHSMP000983,CHIHUAHUA,SMP,EN OPERACION,-106.5044,31.7438
2335,CHSMP001025,CHIHUAHUA,SMP,EN OPERACION,-106.3775,31.7109
2336,CHSMP001034,CHIHUAHUA,SMP,EN OPERACION,-106.1298,28.6641
2337,CHSMP001043,CHIHUAHUA,SMP,EN OPERACION,-106.3885,31.6512
2507,CHSMP002741,CHIHUAHUA,SMP,EN OPERACION,-106.0694,28.64771
2509,CHSMP002765,CHIHUAHUA,SMP,EN OPERACION,-106.4646,31.7024
2510,CHSMP002772,CHIHUAHUA,SMP,EN OPERACION,-105.4665771,28.19336574
2575,CHSSA000372,CHIHUAHUA,SSA,EN OPERACION,-105.1646206,27.68058758
2594,CHSSA000565,CHIHUAHUA,SSA,EN OPERACION,-106.870565,28.416614
2595,CHSSA000570,CHIHUAHUA,SSA,EN OPERACION,-106.8596645,28.41262751
2602,CHSSA000640,CHIHUAHUA,SSA,EN OPERACION,-106.0698923,28.649178
2604,CHSSA000664,CHIHUAHUA,SSA,EN OPERACION,-106.071,28.6492
2605,CHSSA000676,CHIHUAHUA,SSA,EN OPERACION,-106.063202,28.645997
2606,CHSSA000681,CHIHUAHUA,SSA,EN OPERACION,-106.100955,28.577917
2640,CHSSA001026,CHIHUAHUA,SSA,EN OPERACION,-105.47806,28.194962
2647,CHSSA001096,CHIHUAHUA,SSA,EN OPERACION,-107.7348231,29.36208263
2665,CHSSA001270,CHIHUAHUA,SSA,EN OPERACION,-106.9517916,26.08183991
2698,CHSSA001603,CHIHUAHUA,SSA,EN OPERACION,-105.655243,26.931014
2713,CHSSA001755,CHIHUAHUA,SSA,EN OPERACION,-104.91874,27.127436
2717,CHSSA001796,CHIHUAHUA,SSA,EN OPERACION,-106.4528329,31.7369691
2718,CHSSA001801,CHIHUAHUA,SSA,EN OPERACION,-106.4565687,31.73805631
2719,CHSSA001813,CHIHUAHUA,SSA,EN OPERACION,-106.4885325,31.73393479
2777,CHSSA002390,CHIHUAHUA,SSA,EN OPERACION,-107.8856044,30.40371244
2783,CHSSA002455,CHIHUAHUA,SSA,EN OPERACION,-104.4204282,29.54746655
2923,CHSSA018012,CHIHUAHUA,SSA,EN OPERACION,-106.4078857,31.7325551
2966,CHSSA018444,CHIHUAHUA,SSA,EN OPERACION,-105.6704752,26.92703907
2973,CHSSA018514,CHIHUAHUA,SSA,EN OPERACION,-106.0311865,28.62740467
2995,CLCRO000015,COAHUILA DE ZARAGOZA,CRO,EN OPERACION,-103.434397,25.536968
2996,CLDIF000014,COAHUILA DE ZARAGOZA,DIF,EN OPERACION,-101.427,26.8968
3004,CLHUN000015,COAHUILA DE ZARAGOZA,HUN,EN OPERACION,-101.014095,25.427755
3005,CLHUN000020,COAHUILA DE ZARAGOZA,HUN,EN OPERACION,-103.429765,25.544495
3006,CLHUN000032,COAHUILA DE ZARAGOZA,HUN,EN OPERACION,-103.43801,25.538398
3034,CLIMO000281,COAHUILA DE ZARAGOZA,IMSS-PROSPERA,EN OPERACION,-103.230013,25.527203
3050,CLIMO000445,COAHUILA DE ZARAGOZA,IMSS-PROSPERA,EN OPERACION,-100.948548,25.537564
3062,CLIMO000561,COAHUILA DE ZARAGOZA,IMSS-PROSPERA,EN OPERACION,-107.4632169,29.8459134
3103,CLIMS000012,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-100.92733,29.306826
3110,CLIMS000082,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-103.276492,25.768308
3113,CLIMS000111,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-101.431,26.9027
3122,CLIMS000205,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-101.414938,27.888678
3126,CLIMS000246,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-102.195377,25.438208
3127,CLIMS000251,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-100.548,28.6726
3134,CLIMS000321,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-101.007,25.4186
3135,CLIMS000333,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-100.98659,25.453943
3141,CLIMS000391,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-101.206842,27.937089
3143,CLIMS000415,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-102.982,25.7593
3145,CLIMS000432,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-103.423,25.5356
3146,CLIMS000444,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-103.445818,25.535345
3151,CLIMS000490,COAHUILA DE ZARAGOZA,IMSS,EN OPERACION,-103.419708,25.535242
3164,CLIST000065,COAHUILA DE ZARAGOZA,ISSSTE,EN OPERACION,-101.42119,26.928432
3167,CLIST000094,COAHUILA DE ZARAGOZA,ISSSTE,EN OPERACION,-100.543539,28.686241
3168,CLIST000106,COAHUILA DE ZARAGOZA,ISSSTE,EN OPERACION,-101.010818,25.429367
3169,CLIST000111,COAHUILA DE ZARAGOZA,ISSSTE,EN OPERACION,-102.996381,25.753506
3170,CLIST000123,COAHUILA DE ZARAGOZA,ISSSTE,EN OPERACION,-103.444587,25.54141349
3176,CLIST000181,COAHUILA DE ZARAGOZA,ISSSTE,EN OPERACION,-101.1226236,27.85648829
3177,CLIST000193,COAHUILA DE ZARAGOZA,ISSSTE,EN OPERACION,-101.218031,27.93268
3193,CLSDN000013,COAHUILA DE ZARAGOZA,SEDENA,EN OPERACION,-103.448076,25.533193
3202,CLSME000095,COAHUILA DE ZARAGOZA,SME,EN OPERACION,-101.424093,26.916422
3206,CLSME000136,COAHUILA DE ZARAGOZA,SME,EN OPERACION,-100.547522,28.683111
3208,CLSME000153,COAHUILA DE ZARAGOZA,SME,EN OPERACION,-101.127518,27.856368
3209,CLSME000165,COAHUILA DE ZARAGOZA,SME,EN OPERACION,-101.003127,25.395474
3213,CLSME000206,COAHUILA DE ZARAGOZA,SME,EN OPERACION,-103.384349,25.521575
3216,CLSME000235,COAHUILA DE ZARAGOZA,SME,EN OPERACION,-100.527638,28.697985
3217,CLSMP000012,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.998299,25.443334
3218,CLSMP000024,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.990843,25.456972
3219,CLSMP000036,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-101.002281,25.428931
3220,CLSMP000041,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.978727,25.476761
3221,CLSMP000053,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-101.981311,25.461606
3222,CLSMP000065,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.996636,25.41885
3223,CLSMP000070,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-103.440255,25.540679
3227,CLSMP000111,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-103.395138,25.517445
3229,CLSMP000135,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-101.128519,27.852421
3230,CLSMP000140,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-101.130035,27.876318
3231,CLSMP000152,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-101.2176186,27.93304401
3232,CLSMP000164,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-101.122044,27.852149
3233,CLSMP000176,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.929443,29.323797
3234,CLSMP000181,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.932178,29.319244
3235,CLSMP000193,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.934131,29.320915
3236,CLSMP000205,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-101.435352,26.91982
3237,CLSMP000210,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-101.4370431,26.92163891
3238,CLSMP000222,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-101.438165,26.92145769
3239,CLSMP000234,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-101.388404,26.925603
3240,CLSMP000246,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.559437,28.692358
3241,CLSMP000251,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.515254,28.703666
3242,CLSMP000263,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.519275,28.703448
3243,CLSMP000275,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.517538,28.709414
3244,CLSMP000280,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.5286221,28.69704303
3245,CLSMP000292,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-102.983324,25.759976
3246,CLSMP000304,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-103.454946,25.539885
3247,CLSMP000316,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-103.4339834,25.53740963
3248,CLSMP000321,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-103.445317,25.541322
3249,CLSMP000333,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-103.227566,25.530171
3250,CLSMP000345,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-102.990011,25.757255
3251,CLSMP000350,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-103.451232,25.531446
3259,CLSMP000432,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.957808,25.539776
3260,CLSMP000444,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.93577,29.323643
3261,CLSMP000456,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.542108,28.702546
3301,CLSMP000852,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-103.42269,25.534661
3319,CLSMP001033,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-100.983049,25.456961
3444,CLSMP002283,COAHUILA DE ZARAGOZA,SMP,EN OPERACION,-101.00227,25.418189
3475,CLSSA000033,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-100.924784,29.323021
3477,CLSSA000050,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-100.861026,28.353625
3488,CLSSA000161,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-102.059602,26.989113
3495,CLSSA000231,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-103.272866,25.768094
3519,CLSSA000470,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-103.22271,25.528931
3555,CLSSA000832,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-102.195376,25.441968
3585,CLSSA001136,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-100.9789574,25.46059597
3586,CLSSA001141,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-100.991599,25.468737
3612,CLSSA001404,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-101.210091,27.947145
3614,CLSSA001421,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-102.990849,25.758249
3718,CLSSA002466,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-101.434126,27.885257
3743,CLSSA002710,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-101.442756,26.895721
3745,CLSSA002734,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-100.95886,25.411728
3748,CLSSA002763,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-100.540675,28.660846
3758,CLSSA002862,COAHUILA DE ZARAGOZA,SSA,EN OPERACION,-103.324888,25.532979
3787,CMIMS000022,COLIMA,IMSS,EN OPERACION,-103.722,19.252
3795,CMIMS000104,COLIMA,IMSS,EN OPERACION,-103.877,18.9139
3798,CMIMS000133,COLIMA,IMSS,EN OPERACION,-104.3310884,19.1050103
3803,CMIMS000186,COLIMA,IMSS,EN OPERACION,-103.7598801,19.26978015
3804,CMIST000010,COLIMA,ISSSTE,EN OPERACION,-103.713821,19.25121
3805,CMIST000022,COLIMA,ISSSTE,EN OPERACION,-104.294705,19.089298
3813,CMSMA000012,COLIMA,SEMAR,EN OPERACION,-104.298616,19.06712
3814,CMSMP000010,COLIMA,SMP,EN OPERACION,-103.7269802,19.24884469
3815,CMSMP000022,COLIMA,SMP,EN OPERACION,-103.723294,19.249926
3816,CMSMP000034,COLIMA,SMP,EN OPERACION,-103.7320182,19.24121406
3817,CMSMP000046,COLIMA,SMP,EN OPERACION,-103.727913,19.248399
3818,CMSMP000051,COLIMA,SMP,EN OPERACION,-103.721316,19.239778
3819,CMSMP000063,COLIMA,SMP,EN OPERACION,-103.7379998,19.26983699
3820,CMSMP000075,COLIMA,SMP,EN OPERACION,-104.316,19.0522
3821,CMSMP000080,COLIMA,SMP,EN OPERACION,-104.329191,19.102753
3822,CMSMP000092,COLIMA,SMP,EN OPERACION,-104.2897186,19.08169305
3823,CMSMP000104,COLIMA,SMP,EN OPERACION,-103.875,18.9089
3824,CMSMP000116,COLIMA,SMP,EN OPERACION,-103.876611,18.910881
3825,CMSMP000121,COLIMA,SMP,EN OPERACION,-103.879206,18.920189
3829,CMSMP000162,COLIMA,SMP,EN OPERACION,-104.326062,19.10087
3830,CMSMP000174,COLIMA,SMP,EN OPERACION,-103.723741,19.244928
3833,CMSMP000203,COLIMA,SMP,EN OPERACION,-103.706901,19.260017
3883,CMSSA000125,COLIMA,SSA,EN OPERACION,-103.69,19.2576
3929,CMSSA000586,COLIMA,SSA,EN OPERACION,-103.736,18.9965
3973,CMSSA001023,COLIMA,SSA,EN OPERACION,-103.883,18.9056
4006,CMSSA001356,COLIMA,SSA,EN OPERACION,-104.327325,19.116734
4009,CMSSA001385,COLIMA,SSA,EN OPERACION,-103.7518409,19.2782366
4068,CMSSA010975,COLIMA,SSA,EN OPERACION,-103.72642,19.221107
4074,CSCIJ000015,CHIAPAS,CIJ,EN OPERACION,-93.0741732,16.7525129
4078,CSCRO000032,CHIAPAS,CRO,EN OPERACION,-92.258139,14.904837
4100,CSIMO000170,CHIAPAS,IMSS-PROSPERA,EN OPERACION,-92.0431279,16.720231
4126,CSIMO000433,CHIAPAS,IMSS-PROSPERA,EN OPERACION,-92.895304,16.992442
4295,CSIMO002125,CHIAPAS,IMSS-PROSPERA,EN OPERACION,-92.887963,15.461033
4310,CSIMO002270,CHIAPAS,IMSS-PROSPERA,EN OPERACION,-91.543607,16.321609
4345,CSIMO002620,CHIAPAS,IMSS-PROSPERA,EN OPERACION,-92.247081,15.355211
4361,CSIMO002784,CHIAPAS,IMSS-PROSPERA,EN OPERACION,-92.087206,16.900871
4375,CSIMO002924,CHIAPAS,IMSS-PROSPERA,EN OPERACION,-90.65358,16.516928
4391,CSIMO003081,CHIAPAS,IMSS-PROSPERA,EN OPERACION,-93.380102,16.755027
4469,CSIMO003863,CHIAPAS,IMSS-PROSPERA,EN OPERACION,-92.6546,16.732104
4604,CSIMO005210,CHIAPAS,IMSS-PROSPERA,EN OPERACION,-92.567949,16.316417
4730,CSIMS000094,CHIAPAS,IMSS,EN OPERACION,-92.4601,15.1414
4741,CSIMS000205,CHIAPAS,IMSS,EN OPERACION,-92.2651,14.9197
4745,CSIMS000246,CHIAPAS,IMSS,EN OPERACION,-93.7612,16.0935
4746,CSIMS000251,CHIAPAS,IMSS,EN OPERACION,-93.1061,16.7573
4760,CSIST000065,CHIAPAS,ISSSTE,EN OPERACION,-92.136199,16.231077
4773,CSIST000193,CHIAPAS,ISSSTE,EN OPERACION,-92.646497,16.725283
4775,CSIST000210,CHIAPAS,ISSSTE,EN OPERACION,-92.249584,14.899338
4779,CSIST000251,CHIAPAS,ISSSTE,EN OPERACION,-93.129676,16.750797
4806,CSSDN000013,CHIAPAS,SEDENA,EN OPERACION,-93.095241,16.747034
4807,CSSMA000014,CHIAPAS,SEMAR,EN OPERACION,-92.257332,14.921095
4812,CSSME000042,CHIAPAS,SME,EN OPERACION,-92.132664,16.252532
4813,CSSME000054,CHIAPAS,SME,EN OPERACION,-93.0356177,17.5559209
4814,CSSME000066,CHIAPAS,SME,EN OPERACION,-93.07862,16.747986
4816,CSSME000083,CHIAPAS,SME,EN OPERACION,-92.644491,16.7362204
4817,CSSME000095,CHIAPAS,SME,EN OPERACION,-91.9820251,17.5090547
4818,CSSME000100,CHIAPAS,SME,EN OPERACION,-92.2669167,14.891688
4823,CSSMP000012,CHIAPAS,SMP,EN OPERACION,-92.63153,16.738433
4824,CSSMP000024,CHIAPAS,SMP,EN OPERACION,-92.6394236,16.7386405
4825,CSSMP000036,CHIAPAS,SMP,EN OPERACION,-92.6422325,16.7384184
4826,CSSMP000041,CHIAPAS,SMP,EN OPERACION,-92.6325092,16.7369762
4827,CSSMP000053,CHIAPAS,SMP,EN OPERACION,-92.6357968,16.7316893
4828,CSSMP000065,CHIAPAS,SMP,EN OPERACION,-92.654122,16.72814
4829,CSSMP000070,CHIAPAS,SMP,EN OPERACION,-92.6299744,16.7363091
4830,CSSMP000082,CHIAPAS,SMP,EN OPERACION,-93.275506,16.23236
4831,CSSMP000094,CHIAPAS,SMP,EN OPERACION,-93.2637989,16.2368569
